formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
2	C5H13N5O3S	[M + H]+	C5H14N5O3S+	Amino acids and Peptides	0,900	Small peptides	0,829	Aminoacids	0,865	Organic acids and derivatives	0,911	Carboxylic acids and derivatives	0,320	Carboxylic acids	0,563			Carboxylic acids	0,563	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Primary amines; Sulfenyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	224,082	231	3,849	692044197273387055	692039683819344739	155	
1	C17H33N	[M + H]+	C17H34N+	Alkaloids	0,887	Pseudoalkaloids (transamidation)	0,530	Acetate-derived alkaloids	0,245	Organic nitrogen compounds	1,000	Organonitrogen compounds	0,999	Amines	0,923			Amines	0,923	Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	252,269	231	3,849	692044193687256344	692039694779062307	461	
1	C18H35NO	[M + H]+	C18H36NO+	Fatty acids	0,998	Spingolipids	0,996	Sphingoid bases	0,999	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,990	Alkanolamines	0,916	1,2-aminoalcohols	0,929	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Secondary alcohols; 1,2-aminoalcohols; Amines; Primary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	282,279	231	3,854	692044228671958367	692039710226685867	945	
1	C27H53N5O9	[M + H]+	C27H54N5O9+	Amino acids and Peptides	0,991	Oligopeptides	0,984	Cyclic peptides	0,814	Organic acids and derivatives	0,997	Carboxylic acids and derivatives	0,991	Amino acids, peptides, and analogues	0,913	Peptides	0,788	Oligopeptides	0,680	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Primary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	592,391	231	3,857	692044240831246260	692039889310911179	7882	
2	C13H25BN2O5	[M + H]+	C13H26BN2O5+	Amino acids and Peptides	0,501	Small peptides	0,828	Aminoacids	0,398	Organic acids and derivatives	0,919	Carboxylic acids and derivatives	0,574	Amino acids, peptides, and analogues	0,729	Amino acids and derivatives	0,724	Amino acids and derivatives	0,724	Organic compounds; Amino acids, peptides, and analogues; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Organometallic compounds; Monoalkylamines; Dialkyl ethers; Organometalloid compounds; Carbonyl compounds; Amines; Primary amines; Organoboron compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organopnictogen compounds; Alkylboranes; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	300,196	232	3,859	692044241049350116	692039718464300011	1217	
8	C19H17N5OS2	[M + H]+	C19H18N5OS2+	Amino acids and Peptides	0,651	Oligopeptides	0,095	Tantazoles and mirabazoles	0,029	Organosulfur compounds	0,912	Thioethers	0,787	Aryl thioethers	0,801	Alkylarylthioethers	0,825	Alkylarylthioethers	0,825	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Triazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	396,091	232	3,859	692044246766187152	692039770029080843	3087	
1	C25H40O6	[M + H]+	C25H41O6+	Polyketides	0,887	Aromatic polyketides	0,302	Monacolins and Monacolin derivatives	0,160	Benzenoids	0,702							Benzenoids	0,702	Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	437,291	232	3,863	692044250167767960	692039793529769927	4042	
1	C18H25NO2	[M + H]+	C18H26NO2+	Alkaloids	0,672	Lysine alkaloids	0,116	Tropane alkaloids	0,464	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,892	Aralkylamines	0,728	Aralkylamines	0,728	Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Aralkylamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288,196	232	3,864	692044247663768318	692039712923623719	1040	
1	C18H25NO	[M + H]+	C18H26NO+	Alkaloids	0,832	Tyrosine alkaloids	0,247	Phenylethylamines	0,272	Benzenoids	0,998	Phenol ethers	0,546					Phenol ethers	0,546	Organic compounds; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Trialkylamines; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Amines; Tertiary amines; Aralkylamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	272,201	232	3,866	692044241544278149	692039705336126759	784	
8	C11H7N7OS3	[M + H]+	C11H8N7OS3+	Amino acids and Peptides	0,460	Pseudoalkaloids (transamidation)	0,015	Purine alkaloids	0,020	Organosulfur compounds	0,902	Thioethers	0,818	Aryl thioethers	0,850	Alkylarylthioethers	0,863	Alkylarylthioethers	0,863	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Thiadiazoles; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	349,997	232	3,872	692044258166306142	692039747170120443	2182	
1	C21H39NO	[M + H]+	C21H40NO+	Fatty acids	0,999	Fatty amides	0,998	Primary amides	0,848	Lipids and lipid-like molecules	0,963	Fatty Acyls	0,953	Fatty amides	0,967	N-acyl amines	0,899	N-acyl amines	0,899	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	322,311	232	3,873	692044266164844516	692039733454744295	1664	
3	C27H49N5O11	[M + H]+	C27H50N5O11+	Amino acids and Peptides	0,971	Oligopeptides	0,992	Cyclic peptides	0,940	Organic acids and derivatives	0,996	Carboxylic acids and derivatives	0,984	Amino acids, peptides, and analogues	0,849	Peptides	0,705	Oligopeptides	0,636	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Alcohols and polyols; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Peptides; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities	620,349	232	3,875	692044261802767859	692039906629195343	8636	
6	C37H31NO8	[M + H]+	C37H32NO8+	Alkaloids	0,596	Tyrosine alkaloids	0,546	Isoquinoline alkaloids	0,289	Benzenoids	0,998	Phenol ethers	0,906	Anisoles	0,817			Anisoles	0,817	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Methoxybenzenes; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	618,210	233	3,875	692044265942546356	692039905047942455	8566	
2	C20H43NO11	[M + H]+	C20H44NO11+	Fatty acids	0,949	Glycerolipids	0,311	N-acyl amines	0,343	Organic oxygen compounds	0,999	Organooxygen compounds	0,996	Alcohols and polyols	0,845	Secondary alcohols	0,570	Secondary alcohols	0,570	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Secondary alcohols; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	474,291	233	3,879	692044266492000312	692039817676381843	5009	
1	C22H41NO2	[M + H]+	C22H42NO2+	Fatty acids	1,000	Spingolipids	0,999	Ceramides	0,997	Lipids and lipid-like molecules	0,947	Sphingolipids	0,917	Ceramides	0,984			Ceramides	0,984	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	352,321	233	3,882	692044282757513343	692039748671681511	2241	
1	C18H33N	[M + H]+	C18H34N+	Fatty acids	0,960	Spingolipids	0,725	Sphingoid bases	0,718	Organic nitrogen compounds	1,000	Organonitrogen compounds	1,000	Amines	0,874			Amines	0,874	Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	264,269	233	3,882	692044299018845209	692039701611584307	659	
1	C20H37NO6	[M + H]+	C20H38NO6+	Fatty acids	0,969	Fatty amides	0,420	N-acyl amines	0,231	Lipids and lipid-like molecules	0,959	Fatty Acyls	0,912	Fatty amides	0,852	N-acyl amines	0,891	N-acyl amines	0,891	Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Dialkyl ethers; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	388,270	233	3,883	692044336679528791	692039766099017367	2929	
1	C22H39NO	[M + H]+	C22H40NO+	Fatty acids	1,000	Fatty amides	0,998	Primary amides	0,626	Lipids and lipid-like molecules	0,954	Fatty Acyls	0,955	Fatty amides	0,958	N-acyl amines	0,832	N-acyl amines	0,832	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	334,311	233	3,883	692044268496877690	692039739284827679	1870	
1	C45H61N3O5	[M + H]+	C45H62N3O5+	Amino acids and Peptides	0,681	Oligopeptides	0,877	Linear peptides	0,207	Organic acids and derivatives	0,993	Carboxylic acids and derivatives	0,983	Amino acids, peptides, and analogues	0,773	Amino acids and derivatives	0,751	Alpha amino acids and derivatives	0,797	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	724,469	234	3,894	692044388911197435	692039979169694411	11544	
1	C40H60N2O7	[M + H]+	C40H61N2O7+	Amino acids and Peptides	0,465	Small peptides	0,069	Tripeptides	0,401	Organic acids and derivatives	0,999	Carboxylic acids and derivatives	0,998	Amino acids, peptides, and analogues	0,203	Amino acids and derivatives	0,197	N-acyl-alpha amino acids	0,618	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	681,446	234	3,894	692044388923780355	692039948383498323	10341	
10	C23H28Cl2O12	[M + H]+	C23H29Cl2O12+	Polyketides	0,452	Macrolides	0,535	Polyene macrolides	0,131	Organic oxygen compounds	1,000	Organooxygen compounds	0,999	Carbohydrates and carbohydrate conjugates	0,905	Glycosyl compounds	0,714	O-glycosyl compounds	0,548	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organohalogen compounds; Organooxygen compounds; Alkyl chlorides; Aryl chlorides; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Organochlorides; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Benzenoids; Halohydrins; Chlorohydrins; Aryl halides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; p-Hydroxybenzoic acid alkyl esters; Chemical entities	567,103	234	3,896	692044395777275916	692039873192198179	7196	
1	C41H49N3O5	[M + H]+	C41H50N3O5+	Alkaloids	0,731	Pseudoalkaloids (transamidation)	0,237	Isoquinoline alkaloids	0,092	Benzenoids	0,946	Phenol ethers	0,584	Anisoles	0,528			Anisoles	0,528	Organic compounds; Organoheterocyclic compounds; Alkyl aryl ethers; Anisoles; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	664,375	234	3,902	692044393348772614	692039935750252691	9834	
